period,period_label,series_id,series_name,value,unit,source,dataset_id,frequency,model_use,concept_note,aggregation,value_variable_code,value_variable_name,series_code,revision_reference
2006,2006,90707,PIB a precos de mercado,133.35,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2007,2007,90707,PIB a precos de mercado,141.4475,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2008,2008,90707,PIB a precos de mercado,148.6525,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2009,2009,90707,PIB a precos de mercado,148.4675,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2010,2010,90707,PIB a precos de mercado,159.6425,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2011,2011,90707,PIB a precos de mercado,165.985,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2012,2012,90707,PIB a precos de mercado,169.175,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2013,2013,90707,PIB a precos de mercado,174.26,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2014,2014,90707,PIB a precos de mercado,175.14,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2015,2015,90707,PIB a precos de mercado,168.9275,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2016,2016,90707,PIB a precos de mercado,163.39,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2017,2017,90707,PIB a precos de mercado,165.555,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2018,2018,90707,PIB a precos de mercado,168.5075,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2019,2019,90707,PIB a precos de mercado,170.565,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2020,2020,90707,PIB a precos de mercado,164.9775,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2021,2021,90707,PIB a precos de mercado,172.8325,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2022,2022,90707,PIB a precos de mercado,178.0475,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2023,2023,90707,PIB a precos de mercado,183.8175,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1996,1996,93404,Despesa de consumo das familias,103.235,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1997,1997,93404,Despesa de consumo das familias,106.37,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1998,1998,93404,Despesa de consumo das familias,105.6025,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1999,1999,93404,Despesa de consumo das familias,106.0,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2000,2000,93404,Despesa de consumo das familias,110.2775,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2001,2001,93404,Despesa de consumo das familias,111.1275,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2002,2002,93404,Despesa de consumo das familias,112.5925,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2003,2003,93404,Despesa de consumo das familias,111.97749999999999,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2004,2004,93404,Despesa de consumo das familias,116.37,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2005,2005,93404,Despesa de consumo das familias,121.5175,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2006,2006,93404,Despesa de consumo das familias,127.94,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2007,2007,93404,Despesa de consumo das familias,136.095,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2008,2008,93404,Despesa de consumo das familias,144.895,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2009,2009,93404,Despesa de consumo das familias,151.35000000000002,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2010,2010,93404,Despesa de consumo das familias,160.78,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2011,2011,93404,Despesa de consumo das familias,168.525,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2012,2012,93404,Despesa de consumo das familias,174.4225,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2013,2013,93404,Despesa de consumo das familias,180.4775,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2014,2014,93404,Despesa de consumo das familias,184.54000000000002,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2015,2015,93404,Despesa de consumo das familias,178.60250000000002,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2016,2016,93404,Despesa de consumo das familias,171.7475,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2017,2017,93404,Despesa de consumo das familias,175.1475,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2018,2018,93404,Despesa de consumo das familias,179.29,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2019,2019,93404,Despesa de consumo das familias,183.945,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2020,2020,93404,Despesa de consumo das familias,175.54999999999998,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2021,2021,93404,Despesa de consumo das familias,180.73749999999998,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2022,2022,93404,Despesa de consumo das familias,188.23250000000002,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2023,2023,93404,Despesa de consumo das familias,194.3325,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1996,1996,93406,Formacao bruta de capital fixo,101.19500000000001,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1997,1997,93406,Formacao bruta de capital fixo,109.715,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1998,1998,93406,Formacao bruta de capital fixo,109.535,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1999,1999,93406,Formacao bruta de capital fixo,99.8125,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2000,2000,93406,Formacao bruta de capital fixo,104.6175,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2001,2001,93406,Formacao bruta de capital fixo,105.98,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2002,2002,93406,Formacao bruta de capital fixo,104.455,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2003,2003,93406,Formacao bruta de capital fixo,100.29,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2004,2004,93406,Formacao bruta de capital fixo,108.8,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2005,2005,93406,Formacao bruta de capital fixo,110.92750000000001,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2006,2006,93406,Formacao bruta de capital fixo,118.32,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2007,2007,93406,Formacao bruta de capital fixo,132.46,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2008,2008,93406,Formacao bruta de capital fixo,148.73499999999999,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2009,2009,93406,Formacao bruta de capital fixo,145.5625,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2010,2010,93406,Formacao bruta de capital fixo,171.5525,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2011,2011,93406,Formacao bruta de capital fixo,183.275,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2012,2012,93406,Formacao bruta de capital fixo,184.7,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2013,2013,93406,Formacao bruta de capital fixo,195.465,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2014,2014,93406,Formacao bruta de capital fixo,187.2075,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2015,2015,93406,Formacao bruta de capital fixo,161.0975,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2016,2016,93406,Formacao bruta de capital fixo,141.5575,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2017,2017,93406,Formacao bruta de capital fixo,137.9375,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2018,2018,93406,Formacao bruta de capital fixo,145.1525,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2019,2019,93406,Formacao bruta de capital fixo,150.9975,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2020,2020,93406,Formacao bruta de capital fixo,148.365,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2021,2021,93406,Formacao bruta de capital fixo,167.51,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2022,2022,93406,Formacao bruta de capital fixo,169.335,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
2023,2023,93406,Formacao bruta de capital fixo,164.29,Numero-indice,IBGE SIDRA,CNT 1620,annual,solow_real_quantities,Quarterly CNT volume indices annualized by mean for real-series proxies.,quarterly_to_annual_mean,583,Serie encadeada do indice de volume trimestral (Base: media 1995 = 100),,
1996,1996,90707,PIB a precos de mercado,854763.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1997,1997,90707,PIB a precos de mercado,952089.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1998,1998,90707,PIB a precos de mercado,1002351.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1999,1999,90707,PIB a precos de mercado,1087711.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2000,2000,90707,PIB a precos de mercado,1199093.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2001,2001,90707,PIB a precos de mercado,1315756.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2002,2002,90707,PIB a precos de mercado,1488788.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2003,2003,90707,PIB a precos de mercado,1717951.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2004,2004,90707,PIB a precos de mercado,1957750.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2005,2005,90707,PIB a precos de mercado,2170584.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2006,2006,90707,PIB a precos de mercado,2409450.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2007,2007,90707,PIB a precos de mercado,2720263.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2008,2008,90707,PIB a precos de mercado,3109803.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2009,2009,90707,PIB a precos de mercado,3333039.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2010,2010,90707,PIB a precos de mercado,3885847.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2011,2011,90707,PIB a precos de mercado,4376382.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2012,2012,90707,PIB a precos de mercado,4814760.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2013,2013,90707,PIB a precos de mercado,5331619.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2014,2014,90707,PIB a precos de mercado,5778953.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2015,2015,90707,PIB a precos de mercado,5995787.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2016,2016,90707,PIB a precos de mercado,6269327.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2017,2017,90707,PIB a precos de mercado,6585479.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2018,2018,90707,PIB a precos de mercado,7004141.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2019,2019,90707,PIB a precos de mercado,7389131.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2020,2020,90707,PIB a precos de mercado,7609597.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2021,2021,90707,PIB a precos de mercado,9012142.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2022,2022,90707,PIB a precos de mercado,10079676.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2023,2023,90707,PIB a precos de mercado,10943344.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1996,1996,93404,Despesa de consumo das familias,556941.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1997,1997,93404,Despesa de consumo das familias,621807.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1998,1998,93404,Despesa de consumo das familias,642931.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
1999,1999,93404,Despesa de consumo das familias,703532.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
2000,2000,93404,Despesa de consumo das familias,774526.0,Milhoes de Reais,IBGE SIDRA,CNT 1846,annual,scn_cnt_validation,Quarterly CNT current-price flows annualized by sum.,quarterly_to_annual_sum,585,Valores a precos correntes,,
